AllowedStartingMaterialId,Type,ConceptId,Description,Manufacturer,Brand,Strength,Size,ApprovedStatus,ActionOnReceipt,Dose,Location,FirstChoiceForPicking
5BE519D7-85CB-41FC-B4FD-496394967850,0,26800000,NULL,Hameln,NULL,5 mg/mL,5 mL,1,Quarantine - Check codes (Straight to Stock),25 mg,,0
357F9CF7-E488-4E74-A39D-499FF41D5BD9,0,108675009,NULL,Merck Sharp & Dohme Limited,NULL,N/A,N/A,1,Straight to Stock,100 mg,BB-B03,0
F76A489A-94EB-4468-8DBC-49F67599C2DD,2,NULL,Orange block with 2 black lines label,Label Needs,NULL,NULL,NULL,1,Quarantine - Check codes (Quarantine - Report to QA/QC),NULL,,0
374FBD4D-6943-4519-8F04-4A4660049EF9,0,412329008,NULL,Sandoz,NULL,N/A,N/A,1,Straight to Stock,100mg,,0
9942DE1E-6F0C-4B08-B75F-4A7C8406D2B3,0,31692006,NULL,Sanofi-Aventis,NULL,N/A,N/A,1,Straight to Stock,300 mg,AG-B01,0
374C7B4D-C0D6-4DCA-AD90-4AC6F0E3EE31,1,1c87f183-1cd8-4cf7-8b74-1ba70ca53955,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
B896613B-E316-44A6-B253-4B6786260A0D,2,NULL,Actichlor (600 tablets),Ecolab,NULL,NULL,NULL,1,Quarantine - Report to QA/QC,NULL,,0
03CEBFCB-76AB-4548-AC7F-4BCD4B55CE4F,0,6102009,NULL,CIBA (NOVARTIS),NULL,2 mg/mL,5 mL,0,Quarantine - Check codes (Straight to Stock),10 mg,,0
7C50F91A-B591-4528-B9C7-4C167395CC85,0,349848009,NULL,Accord,NULL,2 mg/mL,25 mL,1,Quarantine - Check codes (Straight to Stock),50 mg,,0
5403D95A-C5C3-4D30-AAC7-4C4D4E472879,0,59240002,NULL,Accord (Intas),NULL,N/A,N/A,0,Quarantine - Check codes (Quarantine - Report to QA/QC),40 mg,,0
97597411-6B3F-42A5-96D4-4C57F4CD3304,1,44d12cf9-bbcd-4047-b111-ea817326f5a6,NULL,NULL,NULL,NULL,NULL,0,Quarantine - Check codes (Straight to Stock),NULL,,0
82380191-A819-4346-BA8A-4C5FFB2BE054,1,aefd1640-d0d7-4ef8-8a77-ebb6be65ad7f,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
4CB9A97E-67EC-4DAF-A316-4C9F57ECF34A,1,1a5e4dd9-da98-4035-ba1a-fea947b7f805,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Quarantine - Report to QA/QC),NULL,AA-C05,0
6EDF32E7-72FD-46DE-B9D7-4CE35FD40754,0,108757000,NULL,BAXTER,NULL,N/A,N/A,0,Quarantine - Check codes (Straight to Stock),2g,,0
EBC429C9-6CFE-4638-8510-4D1B8DDDCC34,1,36db1eaa-e8a0-4a4e-8f2c-537e46c814b7,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
0535A823-9F0B-4789-9B44-4D48F5493864,2,NULL,Red K with 1 black line label (std) 100mmx38mm,Label Needs,NULL,NULL,NULL,1,Quarantine - Check codes (Quarantine - Report to QA/QC),NULL,,0
D309C7D6-247A-40FA-AAAF-4DD90FAD9508,0,35324005,NULL,Sanofi,NULL,25 mg/mL,8 mL,1,Straight to Stock,200 mg,BJ-A02,0
AABF354C-2D17-42C2-90A4-4ED4202B66EB,0,1389003,NULL,Fresenius Kabi,NULL,N/A,10 mL,0,Quarantine - Check codes (Straight to Stock),10 mL,,0
0AD7137B-80EC-45CA-9676-4EF8299196E1,1,6b73f668-90e5-4090-9a75-d4065adea1d0,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,AB-C02,0
9C002C10-DFD7-48AE-A250-4F3756DAF6A8,0,108759002,NULL,Ebewe,NULL,10 mg/mL,15 mL,0,Quarantine - Check codes (Straight to Stock),150 mg,,0
42739A19-0B19-489A-A5CE-4F6DC1DB0C71,1,fce81117-ca85-4305-abd3-0edf54a4673a,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,AA-D05,0
2435B861-70A9-4D81-903B-4F87DAD65BD2,1,b45e07c6-0c30-4e03-911d-61c56932d1b9,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
79ECD348-3B65-4A97-B250-4F9CCEFED4EC,0,1222005,NULL,Hameln,NULL,50 mcg/mL,50 mL,1,Quarantine - Check codes (Quarantine - Report to QA/QC),2500 mcg,,0
4330F327-0C25-40BB-B052-5045E4F9EE9C,0,59240002,NULL,Kyowa Kirin Ltd,NULL,N/A,N/A,0,Quarantine - Check codes (Straight to Stock),20 mg,AC-A04,0
02E75507-2D66-4E8C-A1DF-50CF16E6C223,0,327032007,NULL,Medac,NULL,5 mg/mL,20 mL,1,Straight to Stock,100 mg,AC-D06,0
B8DA2B8C-92B1-4215-8990-50F93C8B4C44,0,68887009,NULL,Hospira or Mayne,NULL,2.5mg/mL,20 mL,0,Quarantine - Check codes (Straight to Stock),50mg,,0
A09D1E8F-B57C-4C59-8C19-5120C11C4CC8,0,116103003,NULL,Abbott/Abbvie,NULL,7.5 mg/mL,10 mL,1,Straight to Stock,75 mg,AF-C01,0
807C55E9-5B21-4868-9CBA-51C2F1E4F244,0,42082003,NULL,Xellia,NULL,N/A,N/A,0,Quarantine - Check codes (Straight to Stock),500 mg,,0
39CA1BA8-9546-409E-8A80-526E6EBA594E,0,427812009,NULL,Napp Pharmaceuticals,NULL,N/A,N/A,0,Quarantine - Check codes (Straight to Stock),25 mg,,0
23082D95-9CA5-4875-A513-52C065677D0D,0,108811008,NULL,Ebewe,NULL,N/A,N/A,0,Quarantine - Check codes (Straight to Stock),200 mg,,0
74809281-1766-4967-A830-5314E10D4D45,0,1222003,NULL,Calderdale and Huddersfield,NULL,1 mg/mL,960 mL,1,Quarantine - Check codes (Quarantine - Report to QA/QC),960 mg,,0
2CFF7640-4226-4C61-9781-53B47850C4E2,0,36893000,NULL,Bowmed (Villerton),NULL,N/A,N/A,1,Straight to Stock,2000 mg,AF-C04,0
7A236558-0FE8-429B-808F-53EF67E3442E,1,e4592c3a-0aad-4ef9-b254-14f772c56ec2,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,AB-A07,0
CCD59027-7098-4463-AC8E-54432CDA8614,2,NULL,Warm red patterned border with 1 black line (STD),Label needs,NULL,NULL,NULL,1,Quarantine - Check codes (Quarantine - Report to QA/QC),NULL,,0
08401798-5262-43B8-AFB1-54849A9E8165,2,NULL,Contec Sterile Prochlor,Contec,NULL,NULL,NULL,1,Quarantine - Report to QA/QC,NULL,,0
556984EA-98AD-443C-AE10-54B8C4BA23C7,0,327032007,NULL,Medac,NULL,5 mg/mL,10 mL,1,Quarantine - Check codes (Straight to Stock),50 mg,,0
1424DD0F-1ADA-45F4-9068-54C52DF84D4B,0,56928005,NULL,Medac,NULL,20 mg/mL,50 mL,1,Quarantine - Check codes (Straight to Stock),1000 mg,,0
8E78B8FC-2D76-4FCE-A8A3-55AFA24CA777,0,409405006,NULL,Roche,NULL,25 mg/mL,16 mL,1,Straight to Stock,400 mg,,0
F21C266D-4928-4350-90A7-55D43FB79285,0,422319003,NULL,Phebra Pty Ltd,NULL,1 mg/mL,10 mL,1,Quarantine - Check codes (Straight to Stock),10 mg,,0
4EEDB083-8FC6-44F0-A1C7-55DD19D31909,2,NULL,Green block with black line (STD),Label Needs,NULL,NULL,NULL,1,Quarantine - Check codes (Quarantine - Report to QA/QC),NULL,,0
D1A3CCBE-9AEE-4407-A16F-560B3DA3A737,1,5ade5c85-7eb5-4073-bd0e-c32bbade3073,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
3FA65809-264E-46B7-B299-5691235F5DF1,0,83999008,NULL,Bowmed,NULL,N/A,N/A,1,Straight to Stock,500 mg,AG-A04,0
EFEF0434-191E-42C1-9D0A-56B30BDBF06E,2,NULL,Violet Patterned border with 1 black line label,Label Needs,NULL,NULL,NULL,1,Quarantine - Check codes (Quarantine - Report to QA/QC),NULL,,0
3D6A11AB-6957-4336-83C3-56B55AD3C583,1,5cc0fd17-05d9-4550-b65f-0092719f0776,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,AA-D04,0
C23B5A07-8084-4930-929F-56FC51E7D9BC,1,c92eb898-2328-4ddf-8213-99e84fc8b7cc,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
82D537EF-0E1A-422C-9164-57F578F0BF13,0,70702006,NULL,Novartis,NULL,N/A,N/A,1,Quarantine - Check codes (Straight to Stock),2000 mg,,0
5F79F0DD-89FE-49A2-8C29-57FC8513D709,0,444609007,NULL,Novartis,NULL,20mg/mL,50 mL,0,Straight to Stock,1000 mg,BD-A03,0
CCAB373E-3ECC-4F8C-92EE-58400197E568,0,108806006,NULL,TEVA,NULL,20 mg/mL - Two vial parts,1 mL,0,Quarantine - Check codes (Straight to Stock),20 mg,,0
7C08A8C3-F10D-4F6F-97DF-58799C025183,0,108759002,NULL,Sun Pharma,NULL,10 mg/mL,60 mL,0,Quarantine - Check codes (Straight to Stock),600 mg,,0
336CFBC1-FA65-4D06-A8AC-589C471641FA,0,3127006,NULL,Hospira,NULL,25 mg/mL,20 mL,1,Quarantine - Check codes (Straight to Stock),500 mg,,0
5C9C7BAA-8B98-4CF8-9802-58A606FD4B52,2,NULL,Grey and yellow blocks with 2 black lines labels (flag) 100mmx38mm,Label Needs,NULL,NULL,NULL,1,Quarantine - Check codes (Quarantine - Report to QA/QC),NULL,,0
A7385E32-3B2E-40C7-B9D1-58FE2AD62A28,0,108806006,NULL,Fresenius Kabi,NULL,20 mg/mL,8 mL,1,Straight to Stock,160 mg,,0
64B2C843-9E0D-4111-8DA9-5906C1623E0B,0,1222003,NULL,Preston,NULL,1 mg/mL,250 mL,0,Quarantine - Check codes (Quarantine - Report to QA/QC),250 mg,,0
0B57F4B2-04D8-4E2D-BA39-5916EDDE36F4,0,327032007,NULL,Accord,NULL,5 mg/mL,40 mL,1,Straight to Stock,200 mg,AH-C04,0
A3FF6C5D-8C34-43EF-BAC2-594E00CFCFB0,0,48836000,NULL,Hospira,NULL,250 mg/mL,2 mL,1,Quarantine - Check codes (Straight to Stock),500 mg,,0
9A86C678-9A70-4A75-A64D-59D30CE43A92,0,73949004,NULL,Martindale Pharma,NULL,600 mcg/mL,1 mL,1,Quarantine - Check codes (Straight to Stock),600 mcg,,0
068FFCD4-24BC-42D3-8D14-5A01D620A843,0,108779005,NULL,Accord,NULL,1 mg/mL,1 mL,1,Quarantine - Check codes (Straight to Stock),1 mg,,0
229B6813-26F4-440C-87BF-5A0F29FA0FDC,2,NULL,Nutriflex TPN Light Proof Covers Long,B BRAUN,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
B54303F9-F966-4AB7-93F0-5A9D0A47545D,1,638a80b2-2d15-4510-b44f-849b0dd1a9c9,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
62EFD56E-58D4-4B3A-8682-5B1305F648EA,0,76591000,NULL,Kyowa Kirin Ltd,NULL,N/A,N/A,1,Straight to Stock,15000 IU,BJ-B02,0
A7E0102A-1DCF-4E40-AC69-5B59096C541A,1,ecc3302d-f00a-4292-8a76-763f6f2ce7f9,NULL,NULL,NULL,NULL,NULL,1,Straight to Stock,NULL,,0
A76DB4B4-25D1-4A6B-9B82-5B61203FF11F,0,35324005,NULL,Sanofi,NULL,25 mg/mL,4 mL,1,Quarantine - Check codes (Straight to Stock),100 mg,BJ-A03,0
3A585284-A16C-4304-9699-5BB2166CC8F1,0,349848009,NULL,Medac,NULL,2 mg/mL,5 mL,1,Quarantine - Check codes (Straight to Stock),10 mg,,0
F881B2A1-2A94-447C-99A5-5C310D83189C,1,b45e07c6-0c30-4e03-911d-61c56932d1b9,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,AL-A04,0
7E9B7B82-7FA7-4338-9BA7-5C3F3DD5E337,0,85343004,NULL,Les Laboratoires Servier,NULL,4.3mg/ml,10ml,0,Straight to Stock,43mg,,0
105086A6-3ADC-4552-B452-5C3F8BDDA8C0,2,NULL,Warm red block with black border and 1 black line (STD),Label Needs,NULL,NULL,NULL,1,Quarantine - Check codes (Quarantine - Report to QA/QC),NULL,,0
391F2374-F52E-4F4B-8A3F-5C40C3780AC0,2,NULL,Water for Injection (Reconstituent) - 1000mL,,NULL,NULL,NULL,1,Straight to Stock,NULL,,0
752A2A0A-FCC1-40F0-9670-5D1BEACC1313,0,12436009,NULL,Hospira or Mayne,NULL,1mg/mL,10 mL,0,Quarantine - Check codes (Straight to Stock),10mg,,0
073EAD3C-8608-4DE3-B9E7-5D1DBE7E94CE,0,411089001,NULL,Accord,NULL,25mg/ml,40ml,1,Quarantine - Check codes (Quarantine - Report to QA/QC),1000mg,,0
168F321C-EF37-4E38-8383-5D2072E80485,0,6102009,NULL,BCM Specials,NULL,3000 mcg/mL,20 mL,1,Quarantine - Check codes (Quarantine - Report to QA/QC),60000 mcg,AG-C02,0
BFFE3869-C9EE-4AC4-BEBE-5D6F7984709A,1,3ebd9b42-157a-4412-b5b4-125c30af6924,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,AA-D01,0
AAD55C53-2053-46EA-8E49-5DC5EDE9DB28,0,398907002,NULL,Janssen-Cilag Ltd,NULL,N/A,N/A,1,Straight to Stock,3.5 mg,AH-D06,0
D250A3F3-FB3B-4F99-A1B0-5E0D66CC2700,0,407732005,NULL,"Merck, Sharp & Dohme Ltd",NULL,N/A,N/A,1,Quarantine - Check codes (Straight to Stock),50 mg,,0
EDF776D9-0503-49E3-8DAC-5E6030D46E77,0,67735003,NULL,Hospira (Pfizer),NULL,6 mg/mL,5 mL,1,Straight to Stock,30 mg,AH-A06,0
536A6C5D-DFCA-49D6-9590-5E936FD0329D,0,108800000,NULL,LIPOMED GmbH,NULL,2 mg/mL,5 mL,1,Straight to Stock,10 mg,BJ-C03,0
FB9ABC4D-B3ED-4698-B31F-5ED62E11D93E,0,67735003,NULL,Ebewe,NULL,6 mg/mL,50 mL,0,Quarantine - Check codes (Straight to Stock),300 mg,,0
333CF828-707B-4E60-BA96-5ED62F0C2866,0,6102009,NULL,Aguettant,NULL,2 mg/mL,20 mL,1,Straight to Stock,40 mg,,0
5BD9018F-70A7-44D4-B005-5EDAA6E5D669,0,412329008,NULL,Celgene Ltd,NULL,N/A,N/A,1,Straight to Stock,100mg,AH-D02,0
944BABC1-8A4A-4773-B296-5FAC5B49C9C1,0,108783005,NULL,Pfizer,NULL,20 mg/mL,15 mL,1,Straight to Stock,300 mg,AK-A02,0
4029C270-01DA-4ACF-A396-5FB6195DA2ED,0,108809004,NULL,Roche,NULL,10 mg/mL,10 mL,1,Straight to Stock,100 mg,BE-A01,0
6273251D-17AF-4F13-9C76-5FD3D75DB87D,0,89265009,NULL,Pfizer,NULL,100 mg/mL,10 mL,1,Straight to Stock,1000 mg,AC-B03,0
A641EC81-0FEF-47F7-A5DF-6097B827D0C9,0,85343004,NULL,Servier Laboratories Limited,NULL,4.3 mg/mL,10 mL,1,Straight to Stock,43 mg,BN-A03,0
067B721F-2AE6-44FB-BEEF-60C21BF600D9,0,73949004,NULL,Martindale Pharma,NULL,400 mcg/mL,1 mL,1,Quarantine - Check codes (Straight to Stock),400 mcg,BG-D01,0
BEE3530F-1196-407E-9543-60DA3BB39CDD,1,e6a688d8-e6fa-4e87-b0df-efaa1e6e3882,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,AA-A06,0
2F5206F2-E5AA-49FD-AED2-60DEF46522AC,0,1222003,NULL,Preston,NULL,1 mg/mL,100 mL,0,Quarantine - Check codes (Quarantine - Report to QA/QC),100 mg,,0
84348928-9C1B-43DE-A8F6-614BBBBF2A24,0,108806006,NULL,SANOFI AVENTIS,NULL,20 mg/mL,1 mL,0,Quarantine - Check codes (Straight to Stock),20 mg,,0
68571AAC-3C0C-4405-A48E-615A58A86168,0,84951003,NULL,Eli Lilly,NULL,10 mg/mL,50 mL,0,Quarantine - Check codes (Straight to Stock),500 mg,BD-A01,0
99990281-1E32-4CBB-8C12-61D281A136E8,0,89265009,NULL,Accord,NULL,100 mg/mL,10 mL,1,Straight to Stock,1000 mg,AJ-A04,0
F66B5846-224E-42E6-A3FB-627409DC9654,0,6102009,NULL,Stockport Pharmaceuticals,NULL,3000 mcg/mL,5 mL,1,Quarantine - Report to QA/QC,15 mg,,0
DB2A9642-CC38-4A51-911B-628D2F472D27,0,78025001,NULL,Kensington Pharma,NULL,N/A,N/A,1,Straight to Stock,500 mg,,0
5FCC8035-7A40-4770-9BF0-630BB6150FC8,0,60881009,NULL,Wockhardt,NULL,N/A,N/A,1,Quarantine - Check codes (Straight to Stock),10 mg,,0
99A047B7-8FD9-4799-8F97-633EFE597132,0,398907002,NULL,Aspire Pharma Ltd,NULL,N/A,N/A,1,Straight to Stock,3.5 mg,,0
C21C8B13-C9B9-4D97-A0C3-6359F30EFA9C,0,74074008,NULL,Actavis,NULL,10 mg/mL,25 mL,0,Quarantine - Check codes (Straight to Stock),250 mg,,0
4070BD20-CAD5-4064-9FDA-637B0CB4E9CB,0,319810002,NULL,Pfizer Ltd.,NULL,25 mg/mL,16 mL,1,Quarantine - Check codes (Straight to Stock),400 mg,,0
827DCEA8-AE98-4F34-9D34-64135770EF8B,0,3127006,NULL,Medac,NULL,25 mg/mL,100 mL,1,Quarantine - Report to QA/QC,2500 mg,AC-D02,0
66A0BE18-05CE-4058-A61C-64A911012114,0,96014005,NULL,Sanofi Aventis,NULL,N/A,N/A,1,Quarantine - Check codes (Straight to Stock),400 mg,,0
8BEA4982-B5D2-48DD-A157-64C66FCFFD3C,0,53691001,NULL,B BRAUN,NULL,10%,10 mL,0,Quarantine - Check codes (Straight to Stock),N/A,,0
4B397517-A27D-4281-94B4-64E6FCBB1E58,2,NULL,EZ CFU Staphylococcus aureus ATCC 6538,Microbiologics,NULL,NULL,NULL,1,Quarantine - Report to QA/QC,NULL,,0
84A63AD6-91A4-42D6-A10C-651072E9E462,0,412329008,NULL,Accord,NULL,N/A,N/A,1,Straight to Stock,100mg,,0
49343B04-EF3E-4435-8CF2-651779A3D9E7,0,108418007,NULL,Hospira,NULL,2mg/mL,2 mL,0,Quarantine - Check codes (Straight to Stock),4mg,,0
80B66D73-99ED-4450-88EB-653F7A68935E,0,1222003,NULL,St Mary’s Pharmaceutical Unit,NULL,2 mg/mL,500 mL,1,Quarantine - Check codes (Quarantine - Report to QA/QC),1000 mg,,0
D38A0C91-78D2-463C-830B-655B4B5D9E6A,0,54765002,NULL,Beacon Pharmaceuticals,NULL,10 mg/mL,1 mL,1,Straight to Stock,10 mg,AF-B01,0
7BEC5A11-A523-4ACE-A748-65D79C497203,0,108811008,NULL,Ebewe,NULL,N/A,N/A,0,Quarantine - Check codes (Straight to Stock),1000 mg,,0
6B65809D-1E41-4932-BA60-6603567E80D3,0,84812008,NULL,Wockhardt,NULL,1000 IU/mL,5 mL,1,Straight to Stock,5000 IU,,0
FDEB1CE0-71D4-4EAC-BA2A-662CE9E64B77,0,68887009,NULL,Hospira (Pfizer),NULL,25 mg/mL,20 mL,1,Straight to Stock,500 mg,AC-A02,0
B8E9F4A7-CE81-4BBD-8681-663876C32F08,0,56928005,NULL,Accord,NULL,20 mg/mL,10 mL,1,Quarantine - Check codes (Straight to Stock),200 mg,,0
5586881C-191E-429C-B12E-666326A93FD6,1,9df926c7-8f5b-4a23-98bf-1b575e385953,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
0A5AE63F-8CEB-4B25-A186-6674C51C242E,1,c92eb898-2328-4ddf-8213-99e84fc8b7cc,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
F3DDBDC9-0322-4E3C-8DC5-6788D0BCD788,1,cf86862d-e233-4706-a3be-15a2aca36a32,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
3540251F-7907-4F1E-ACDE-67B6EA1AE3E5,0,68444001,NULL,PCH PHARMACHEMIE (Medac),NULL,2 mg/mL,100 mL,0,Quarantine - Check codes (Straight to Stock),200 mg,,0
C59294F6-D6C6-4728-BE30-67F16EBA4D25,0,67735003,NULL,Ebewe,NULL,6 mg/mL,25 mL,0,Quarantine - Check codes (Straight to Stock),150 mg,,0
75935AC4-304E-481F-B2DC-68223BCEC858,0,333847008,NULL,Pfizer,NULL,50 mg/mL,10 mL,1,Quarantine - Check codes (Quarantine - Report to QA/QC),500 mg,,0
604E083C-E148-4AED-A540-684B0CB7748E,0,67735003,NULL,Ebewe,NULL,6 mg/mL,5 mL,0,Quarantine - Check codes (Straight to Stock),30 mg,,0
C949730A-A990-486C-AA0D-685867FCE244,0,346628003,NULL,Wyeth,NULL,N/A,N/A,0,Quarantine - Check codes (Straight to Stock),4500 mg / 500 mg,,0
31E6A52C-E701-4457-A465-687753E98066,0,424401006,NULL,Amgen,NULL,20 mg/mL,5 mL,1,Straight to Stock,100 mg,BD-C02,0
37FDF6EF-BC8F-482F-8369-687857F7931D,0,89695009,NULL,Hospira (Pfizer),NULL,40 mg/mL,2 mL,1,Straight to Stock,80 mg,AG-B02,0
79DBC75C-BFE4-4AB4-9A7E-68A361F4A0F2,0,36893000,NULL,Flynn Pharma,NULL,N/A,N/A,0,Quarantine - Check codes (Straight to Stock),2000 mg,,0
86EF7511-1E25-4F95-98AC-68D4BD3005B9,0,57066004,NULL,Sandoz,NULL,1 mg/mL,50 mL,1,Quarantine - Check codes (Straight to Stock),50 mg,,0
29DA871E-7178-41E7-B957-692D714DE029,0,108792008,NULL,medac GmbH,NULL,10 mg/mL,5 mL,1,Straight to Stock,50 mg,,0
11A365D1-E6F1-4E3E-A1F4-69508DB26C45,1,90819028-13d7-4068-a5f6-0c77c1e937b9,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
C16296E7-E9A1-487F-A829-6962A8CD9BA2,0,319810000,NULL,Intrapharm Laboratories (Keocyt),NULL,N/A,N/A,1,Straight to Stock,1000 mg,,0
636E23E3-B053-4F9A-8C43-698E1427E39C,1,4362d15d-787d-477c-aed2-fdcd8e82941c,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,AL-A05,0
31FF1363-D283-46BF-9FF7-6BB9F563A8FD,0,84961005,NULL,Roche,NULL,60 mg/mL,14 mL,1,Quarantine - Check codes (Straight to Stock),840 mg,,0
078CADFE-99E0-4E65-BED2-6BF784BA012A,0,349848009,NULL,Pharmacia,NULL,2 mg/mL,25 mL,0,Quarantine - Check codes (Straight to Stock),50 mg,,0
6D9A731D-0CC4-4822-914A-6C555C698935,2,NULL,Violet block with 2 black lines (FLAG)  70mm x 90mm,Label needs,NULL,NULL,NULL,1,Quarantine - Check codes (Quarantine - Report to QA/QC),NULL,,0
4075FE6D-6D43-4BFD-BA92-6D481070F3BE,0,427812009,NULL,Dr. Reddy's,NULL,N/A,N/A,1,Straight to Stock,25 mg,AJ-B09,0
FF1AF225-8FD9-487A-AB38-6D61C8552611,2,NULL,Sterile Lightproof bags (Large),Helapet,NULL,NULL,NULL,1,Straight to Stock,NULL,,0
2C313FC1-59EF-4FB8-B4D1-6DCC60A1C6BE,0,81609008,NULL,Hameln Pharmaceuticals Ltd,NULL,10 mg/mL,25 mL,1,Straight to Stock,250 mg,AF-C03,0
AA2C3AB6-EB9B-454D-9ED9-6E52883B1622,0,23079006,NULL,TEVA,NULL,1 mg/mL,1 mL,1,Straight to Stock,1 mg,BM-A01,0
124C6DCD-42A3-4EA8-9A27-6EC1E38215A5,0,26800000,NULL,Hameln,NULL,5 mg/mL,3 mL,1,Quarantine - Check codes (Straight to Stock),15 mg,,0
64B94A8C-50F0-46F1-B751-6ECEC563A0B2,1,595ba744-0b38-4425-bbe8-ae155671a6a3,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
1F6FB81E-3948-498B-8D49-6EE6792384D1,2,NULL,Blue block with 1 black line label (bag) 70mmx90mm,Label needs,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
C729D4DA-CB45-4267-8F43-6F2589FD0322,1,748d25ee-b9d1-4241-b417-c1cb1228c1fc,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
D0C93C00-47A6-461D-983F-6F27F52A37F6,0,56928005,NULL,Accord,NULL,20 mg/mL,50 mL,1,Quarantine - Check codes (Straight to Stock),1000 mg,,0
C9839ED3-9531-4535-9CE1-6F9C2C18AB40,1,903b27c6-9ef6-4e1b-881c-5bc3d9164c81,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
5CA24840-AFAA-4A69-82E5-70333EE4A982,0,67735003,NULL,Actavis,NULL,6 mg/mL,50 mL,0,Straight to Stock,300 mg,AK-B03,0
78DA7D54-64CF-4CFA-B54C-7059805792D1,0,1222003,NULL,Added Pharma,NULL,1 mg/mL,5000 mL,0,Quarantine - Check codes (Quarantine - Report to QA/QC),5000 mg,,0
81F9DB25-796E-4110-8DBA-706F935E55F5,0,108759002,NULL,Ebewe,NULL,10 mg/mL,5 mL,0,Quarantine - Check codes (Straight to Stock),50 mg,,0
6834C357-D1F2-4516-8253-7085223E626C,1,eb5fe004-0d86-4c27-83df-f9158779b045,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,AA-A04,0
FAF273F2-36FC-4A4C-9580-709A47071B75,0,327032007,NULL,Qilu Pharma,NULL,5 mg/mL,20 mL,1,Straight to Stock,100 mg,AG-D04,0
F71019DE-7D38-4B11-AC03-70B905DAF5CF,0,42082003,NULL,Consilient Health Ltd,NULL,N/A,N/A,1,Quarantine - Check codes (Straight to Stock),1000 mg,,0
BFD6C6A7-77D5-4EB4-B50C-70FC3832D4C8,0,68887009,NULL,TEVA,NULL,25mg/mL,20 mL,0,Quarantine - Check codes (Straight to Stock),500mg,,0
A415EFED-9402-410C-870A-710C061F978C,0,9902611000001105,NULL,Torbay & South Devon NHS Foundation Trust,NULL,13.60%,50 mL,0,Quarantine - Check codes (Quarantine - Report to QA/QC),N/A,,0
CE20005F-9CFA-4AA6-B37A-71AA024D6B0F,1,45428410-14cd-4ea4-b28b-019b3232051e,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,AA-A02,0
D2A7B2D4-F2F5-41C9-889B-71C6EE26C315,0,1222002,NULL,Medac,NULL,50 mg/mL,18 mL,0,Quarantine - Check codes (Straight to Stock),900 mg,,0
CE33E3A5-F234-409A-AEF8-71C7FB2C9997,0,108811008,NULL,Ebewe (Wockhardt),NULL,N/A,N/A,0,Quarantine - Check codes (Straight to Stock),1000 mg,,0
811CBD0C-25A1-469B-A9BA-724FE758F247,1,c92eb898-2328-4ddf-8213-99e84fc8b7cc,NULL,NULL,NULL,NULL,NULL,1,Quarantine - Check codes (Straight to Stock),NULL,,0
CB5D9E77-13CD-476E-9692-72A42F54E09B,0,17066911000001103,NULL,Ivex (FK),NULL,"0.1%, 2 mcg/mL",250 mL,0,Quarantine - Check codes (Quarantine - Report to QA/QC),N/A,,0
